month,state,handgun,rifle,total,state,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
2020-04,New York,2853,16007,18860,,,,,,,,,,,,,,
2020-04,North Carolina,2199,20928,23127,,,,,,,,,,,,,,
2020-04,North Dakota,3041,2898,5939,,,,,,,,,,,,,,
2020-04,Ohio,37486,18560,56046,,,,,,,,,,,,,,
2020-04,Oklahoma,21398,11308,32706,,,,,,,,,,,,,,
2020-04,Oregon,25187,13572,38759,,,,,,,,,,,,,,
2020-04,Pennsylvania,54041,14778,68819,,,,,,,,,,,,,,
2020-04,Puerto Rico,76,10,86,,,,,,,,,,,,,,
2020-04,Rhode Island,1841,1247,3088,,,,,,,,,,,,,,
2020-04,South Carolina,21071,7502,28573,,,,,,,,,,,,,,
2020-04,South Dakota,4171,3177,7348,,,,,,,,,,,,,,
2020-04,Tennessee,38309,19001,57310,,,,,,,,,,,,,,
2020-04,Texas,93980,40921,134901,,,,,,,,,,,,,,
2020-04,Utah,9834,6501,16335,,,,,,,,,,,,,,
2020-04,Vermont,3081,2142,5223,,,,,,,,,,,,,,
2020-04,Virgin Islands,2,0,2,,,,,,,,,,,,,,
2020-04,Virginia,40444,19116,59560,,,,,,,,,,,,,,
2020-04,Washington,29785,12837,42622,,,,,,,,,,,,,,
2020-04,West Virginia,10120,7913,18033,,,,,,,,,,,,,,
2020-04,Wisconsin,27220,11806,39026,,,,,,,,,,,,,,
2020-04,Wyoming,3988,3102,7090,,,,,,,,,,,,,,
2020-03,Alabama,34897,17850,52747,,,,,,,,,,,,,,
2020-03,Alaska,4657,3819,8476,,,,,,,,,,,,,,
2020-03,Arizona,46377,19346,65723,,,,,,,,,,,,,,
2020-03,Arkansas,15304,8968,24272,,,,,,,,,,,,,,
2020-03,California,81543,48616,130159,,,,,,,,,,,,,,
2020-03,Colorado,43322,22756,66078,,,,,,,,,,,,,,
2020-03,Connecticut,9196,3290,12486,,,,,,,,,,,,,,
2020-03,Delaware,4936,2323,7259,,,,,,,,,,,,,,
2020-03,District of Columbia,148,5,153,,,,,,,,,,,,,,
2020-03,Florida,117900,38365,156265,,,,,,,,,,,,,,
2020-03,Georgia,44107,16807,60914,,,,,,,,,,,,,,
2020-03,Guam,170,80,250,,,,,,,,,,,,,,
2020-03,Hawaii,0,0,0,,,,,,,,,,,,,,
2020-03,Idaho,11611,8193,19804,,,,,,,,,,,,,,
2020-03,Illinois,44112,17127,61239,,,,,,,,,,,,,,
2020-03,Indiana,45695,22724,68419,,,,,,,,,,,,,,
2020-03,Iowa,378,5778,6156,,,,,,,,,,,,,,
2020-03,Kansas,16715,8964,25679,,,,,,,,,,,,,,
2020-03,Kentucky,28268,15315,43583,,,,,,,,,,,,,,
2020-03,Louisiana,25038,10278,35316,,,,,,,,,,,,,,
2020-03,Maine,7794,5310,13104,,,,,,,,,,,,,,
2020-03,Mariana Islands,4,1,5,,,,,,,,,,,,,,
2020-03,Maryland,6534,16181,22715,,,,,,,,,,,,,,
2020-03,Massachusetts,9765,5100,14865,,,,,,,,,,,,,,
2020-03,Michigan,50368,28985,79353,,,,,,,,,,,,,,
2020-03,Minnesota,18708,17222,35930,,,,,,,,,,,,,,
2020-03,Mississippi,18567,8714,27281,,,,,,,,,,,,,,
2020-03,Missouri,41905,22607,64512,,,,,,,,,,,,,,
2020-03,Montana,6755,5895,12650,,,,,,,,,,,,,,
2020-03,Nebraska,217,3623,3840,,,,,,,,,,,,,,
2020-03,Nevada,13530,4712,18242,,,,,,,,,,,,,,
2020-03,New Hampshire,14278,6190,20468,,,,,,,,,,,,,,
2020-03,New Jersey,4531,6000,10531,,,,,,,,,,,,,,
2020-03,New Mexico,13558,7181,20739,,,,,,,,,,,,,,
2020-03,New York,9257,39906,49163,,,,,,,,,,,,,,
2020-03,North Carolina,2488,31949,34437,,,,,,,,,,,,,,
2020-03,North Dakota,4122,3717,7839,,,,,,,,,,,,,,
2020-03,Ohio,63707,28817,92524,,,,,,,,,,,,,,
2020-03,Oklahoma,25804,13873,39677,,,,,,,,,,,,,,
2020-03,Oregon,33659,18838,52497,,,,,,,,,,,,,,
2020-03,Pennsylvania,81319,22031,103350,,,,,,,,,,,,,,
2020-03,Puerto Rico,660,104,764,,,,,,,,,,,,,,
2020-03,Rhode Island,2533,2303,4836,,,,,,,,,,,,,,
2020-03,South Carolina,25288,10790,36078,,,,,,,,,,,,,,
2020-03,South Dakota,5536,4230,9766,,,,,,,,,,,,,,
2020-03,Tennessee,49546,25157,74703,,,,,,,,,,,,,,
2020-03,Texas,147714,61827,209541,,,,,,,,,,,,,,
2020-03,Utah,13908,8665,22573,,,,,,,,,,,,,,
2020-03,Vermont,3853,2636,6489,,,,,,,,,,,,,,
2020-03,Virgin Islands,21,2,23,,,,,,,,,,,,,,
2020-03,Virginia,51801,24208,76009,,,,,,,,,,,,,,
2020-03,Washington,32624,20165,52789,,,,,,,,,,,,,,
2020-03,West Virginia,11570,8599,20169,,,,,,,,,,,,,,
2020-03,Wisconsin,42224,18582,60806,,,,,,,,,,,,,,
2020-03,Wyoming,4155,3349,7504,,,,,,,,,,,,,,
2020-02,Alabama,24590,12531,37121,,,,,,,,,,,,,,
2020-02,Alaska,2560,1839,4399,,,,,,,,,,,,,,
2020-02,Arizona,16839,8006,24845,,,,,,,,,,,,,,
2020-02,Arkansas,8112,5453,13565,,,,,,,,,,,,,,
2020-02,California,35570,22645,58215,,,,,,,,,,,,,,
2020-02,Colorado,19931,11285,31216,,,,,,,,,,,,,,
2020-02,Connecticut,5341,1961,7302,,,,,,,,,,,,,,
2020-02,Delaware,2103,1386,3489,,,,,,,,,,,,,,
2020-02,District of Columbia,97,4,101,,,,,,,,,,,,,,
2020-02,Florida,59653,20306,79959,,,,,,,,,,,,,,
2020-02,Georgia,19173,8207,27380,,,,,,,,,,,,,,
2020-02,Guam,161,67,228,,,,,,,,,,,,,,
2020-02,Hawaii,0,0,0,,,,,,,,,,,,,,
2020-02,Idaho,5286,4371,9657,,,,,,,,,,,,,,
2020-02,Illinois,22743,9761,32504,,,,,,,,,,,,,,
2020-02,Indiana,25949,12739,38688,,,,,,,,,,,,,,
2020-02,Iowa,220,2419,2639,,,,,,,,,,,,,,
2020-02,Kansas,7905,5610,13515,,,,,,,,,,,,,,
2020-02,Kentucky,15294,8763,24057,,,,,,,,,,,,,,
2020-02,Louisiana,12303,6564,18867,,,,,,,,,,,,,,
2020-02,Maine,3920,2871,6791,,,,,,,,,,,,,,
2020-02,Mariana Islands,12,3,15,,,,,,,,,,,,,,
2020-02,Maryland,4472,5622,10094,,,,,,,,,,,,,,
2020-02,Massachusetts,5745,2711,8456,,,,,,,,,,,,,,
2020-02,Michigan,14668,9092,23760,,,,,,,,,,,,,,
2020-02,Minnesota,11142,9395,20537,,,,,,,,,,,,,,
2020-02,Mississippi,11638,6114,17752,,,,,,,,,,,,,,
2020-02,Missouri,23420,14384,37804,,,,,,,,,,,,,,
2020-02,Montana,3343,3196,6539,,,,,,,,,,,,,,
2020-02,Nebraska,177,1764,1941,,,,,,,,,,,,,,
2020-02,Nevada,6215,2706,8921,,,,,,,,,,,,,,
2020-02,New Hampshire,6031,2740,8771,,,,,,,,,,,,,,
2020-02,New Jersey,4603,3580,8183,,,,,,,,,,,,,,
2020-02,New Mexico,7615,4152,11767,,,,,,,,,,,,,,
2020-02,New York,9861,13360,23221,,,,,,,,,,,,,,
2020-02,North Carolina,1984,13177,15161,,,,,,,,,,,,,,
2020-02,North Dakota,2122,2471,4593,,,,,,,,,,,,,,
2020-02,Ohio,29360,14843,44203,,,,,,,,,,,,,,
2020-02,Oklahoma,16480,8203,24683,,,,,,,,,,,,,,
2020-02,Oregon,16784,10360,27144,,,,,,,,,,,,,,
2020-02,Pennsylvania,53384,15473,68857,,,,,,,,,,,,,,
2020-02,Puerto Rico,1540,126,1666,,,,,,,,,,,,,,
2020-02,Rhode Island,1307,723,2030,,,,,,,,,,,,,,
2020-02,South Carolina,14700,6120,20820,,,,,,,,,,,,,,
2020-02,South Dakota,3359,3195,6554,,,,,,,,,,,,,,
2020-02,Tennessee,32364,15464,47828,,,,,,,,,,,,,,
2020-02,Texas,60512,29259,89771,,,,,,,,,,,,,,
2020-02,Utah,4153,3460,7613,,,,,,,,,,,,,,
2020-02,Vermont,1870,1514,3384,,,,,,,,,,,,,,
2020-02,Virgin Islands,33,2,35,,,,,,,,,,,,,,
2020-02,Virginia,36608,20509,57117,,,,,,,,,,,,,,
2020-02,Washington,18044,9505,27549,,,,,,,,,,,,,,
2020-02,West Virginia,8200,6163,14363,,,,,,,,,,,,,,
2020-02,Wisconsin,17509,11891,29400,,,,,,,,,,,,,,
2020-02,Wyoming,2322,1975,4297,,,,,,,,,,,,,,
2020-01,Alabama,22478,12598,35076,,,,,,,,,,,,,,
2020-01,Alaska,2151,1529,3680,,,,,,,,,,,,,,
2020-01,Arizona,15126,7087,22213,,,,,,,,,,,,,,
2020-01,Arkansas,6621,5524,12145,,,,,,,,,,,,,,
2020-01,California,34884,22057,56941,,,,,,,,,,,,,,
2020-01,Colorado,19614,11451,31065,,,,,,,,,,,,,,
2020-01,Connecticut,5820,2187,8007,,,,,,,,,,,,,,
2020-01,Delaware,2096,1524,3620,,,,,,,,,,,,,,
2020-01,District of Columbia,124,4,128,,,,,,,,,,,,,,
2020-01,Florida,54985,19973,74958,,,,,,,,,,,,,,
2020-01,Georgia,14422,7886,22308,,,,,,,,,,,,,,
2020-01,Guam,155,56,211,,,,,,,,,,,,,,
2020-01,Hawaii,0,0,0,,,,,,,,,,,,,,
2020-01,Idaho,4359,3607,7966,,,,,,,,,,,,,,
2020-01,Illinois,22567,9588,32155,,,,,,,,,,,,,,
2020-01,Indiana,22340,12461,34801,,,,,,,,,,,,,,
2020-01,Iowa,198,2030,2228,,,,,,,,,,,,,,
2020-01,Kansas,6624,5196,11820,,,,,,,,,,,,,,
2020-01,Kentucky,12022,7558,19580,,,,,,,,,,,,,,
2020-01,Louisiana,10706,7687,18393,,,,,,,,,,,,,,
2020-01,Maine,3534,2661,6195,,,,,,,,,,,,,,
2020-01,Mariana Islands,18,6,24,,,,,,,,,,,,,,
2020-01,Maryland,4283,5213,9496,,,,,,,,,,,,,,
2020-01,Massachusetts,5182,2833,8015,,,,,,,,,,,,,,
2020-01,Michigan,11806,8250,20056,,,,,,,,,,,,,,
2020-01,Minnesota,9445,7565,17010,,,,,,,,,,,,,,
2020-01,Mississippi,8790,5922,14712,,,,,,,,,,,,,,
2020-01,Missouri,20436,13149,33585,,,,,,,,,,,,,,
2020-01,Montana,2884,3010,5894,,,,,,,,,,,,,,
2020-01,Nebraska,110,1923,2033,,,,,,,,,,,,,,
2020-01,Nevada,5250,2413,7663,,,,,,,,,,,,,,
2020-01,New Hampshire,5771,2913,8684,,,,,,,,,,,,,,
2020-01,New Jersey,4349,3639,7988,,,,,,,,,,,,,,
2020-01,New Mexico,6783,3648,10431,,,,,,,,,,,,,,
2020-01,New York,10227,12610,22837,,,,,,,,,,,,,,
2020-01,North Carolina,1836,12908,14744,,,,,,,,,,,,,,
2020-01,North Dakota,1771,2258,4029,,,,,,,,,,,,,,
2020-01,Ohio,24218,13069,37287,,,,,,,,,,,,,,
2020-01,Oklahoma,14939,8277,23216,,,,,,,,,,,,,,
2020-01,Oregon,15332,9167,24499,,,,,,,,,,,,,,
2020-01,Pennsylvania,46160,13636,59796,,,,,,,,,,,,,,
2020-01,Puerto Rico,1559,139,1698,,,,,,,,,,,,,,
2020-01,Rhode Island,1279,844,2123,,,,,,,,,,,,,,
2020-01,South Carolina,11488,5795,17283,,,,,,,,,,,,,,
2020-01,South Dakota,2782,2897,5679,,,,,,,,,,,,,,
2020-01,Tennessee,28938,14788,43726,,,,,,,,,,,,,,
2020-01,Texas,53796,29103,82899,,,,,,,,,,,,,,
2020-01,Utah,3552,2959,6511,,,,,,,,,,,,,,
2020-01,Vermont,1500,1278,2778,,,,,,,,,,,,,,
2020-01,Virgin Islands,33,3,36,,,,,,,,,,,,,,
2020-01,Virginia,36391,21424,57815,,,,,,,,,,,,,,
2020-01,Washington,18390,8842,27232,,,,,,,,,,,,,,
2020-01,West Virginia,6543,5664,12207,,,,,,,,,,,,,,
2020-01,Wisconsin,14521,9835,24356,,,,,,,,,,,,,,
2020-01,Wyoming,2135,1656,3791,,,,,,,,,,,,,,
2019-12,Alabama,33020,25882,58902,,,,,,,,,,,,,,
2019-12,Alaska,3455,3080,6535,,,,,,,,,,,,,,
2019-12,Arizona,18178,10423,28601,,,,,,,,,,,,,,
2019-12,Arkansas,8671,10957,19628,,,,,,,,,,,,,,
2019-12,California,40637,30780,71417,,,,,,,,,,,,,,
2019-12,Colorado,22531,16681,39212,,,,,,,,,,,,,,
2019-12,Connecticut,5655,2215,7870,,,,,,,,,,,,,,
2019-12,Delaware,2075,2301,4376,,,,,,,,,,,,,,
2019-12,District of Columbia,101,1,102,,,,,,,,,,,,,,
2019-12,Florida,67435,31580,99015,,,,,,,,,,,,,,
2019-12,Georgia,21514,17664,39178,,,,,,,,,,,,,,
2019-12,Guam,180,86,266,,,,,,,,,,,,,,
2019-12,Hawaii,0,0,0,,,,,,,,,,,,,,
2019-12,Idaho,6745,7111,13856,,,,,,,,,,,,,,
2019-12,Illinois,24792,13258,38050,,,,,,,,,,,,,,
2019-12,Indiana,26770,18746,45516,,,,,,,,,,,,,,
2019-12,Iowa,271,4421,4692,,,,,,,,,,,,,,
2019-12,Kansas,8092,8653,16745,,,,,,,,,,,,,,
2019-12,Kentucky,16185,14471,30656,,,,,,,,,,,,,,
2019-12,Louisiana,14237,16743,30980,,,,,,,,,,,,,,
2019-12,Maine,3651,4119,7770,,,,,,,,,,,,,,
2019-12,Mariana Islands,8,0,8,,,,,,,,,,,,,,
2019-12,Maryland,4175,6878,11053,,,,,,,,,,,,,,
2019-12,Massachusetts,4516,2789,7305,,,,,,,,,,,,,,
2019-12,Michigan,14303,14075,28378,,,,,,,,,,,,,,
2019-12,Minnesota,9835,11241,21076,,,,,,,,,,,,,,
2019-12,Mississippi,12935,14538,27473,,,,,,,,,,,,,,
2019-12,Missouri,26084,22222,48306,,,,,,,,,,,,,,
2019-12,Montana,4169,5522,9691,,,,,,,,,,,,,,
2019-12,Nebraska,173,3205,3378,,,,,,,,,,,,,,
2019-12,Nevada,6307,3636,9943,,,,,,,,,,,,,,
2019-12,New Hampshire,5471,3255,8726,,,,,,,,,,,,,,
2019-12,New Jersey,3747,4341,8088,,,,,,,,,,,,,,
2019-12,New Mexico,7794,5184,12978,,,,,,,,,,,,,,
2019-12,New York,8899,16654,25553,,,,,,,,,,,,,,
2019-12,North Carolina,2559,22945,25504,,,,,,,,,,,,,,
2019-12,North Dakota,2155,3171,5326,,,,,,,,,,,,,,
2019-12,Ohio,31054,23312,54366,,,,,,,,,,,,,,
2019-12,Oklahoma,19110,14320,33430,,,,,,,,,,,,,,
2019-12,Oregon,17610,14016,31626,,,,,,,,,,,,,,
2019-12,Pennsylvania,53180,20278,73458,,,,,,,,,,,,,,
2019-12,Puerto Rico,1767,195,1962,,,,,,,,,,,,,,
2019-12,Rhode Island,1117,794,1911,,,,,,,,,,,,,,
2019-12,South Carolina,14905,11857,26762,,,,,,,,,,,,,,
2019-12,South Dakota,3264,4482,7746,,,,,,,,,,,,,,
2019-12,Tennessee,35893,26800,62693,,,,,,,,,,,,,,
2019-12,Texas,69732,53386,123118,,,,,,,,,,,,,,
2019-12,Utah,5893,6783,12676,,,,,,,,,,,,,,
2019-12,Vermont,1610,1613,3223,,,,,,,,,,,,,,
2019-12,Virgin Islands,32,0,32,,,,,,,,,,,,,,
2019-12,Virginia,37790,29539,67329,,,,,,,,,,,,,,
2019-12,Washington,20508,11752,32260,,,,,,,,,,,,,,
2019-12,West Virginia,8815,9944,18759,,,,,,,,,,,,,,
2019-12,Wisconsin,17195,14486,31681,,,,,,,,,,,,,,
2019-12,Wyoming,3293,3077,6370,,,,,,,,,,,,,,
2019-11,Alabama,24005,19212,43217,,,,,,,,,,,,,,
2019-11,Alaska,3003,2980,5983,,,,,,,,,,,,,,
2019-11,Arizona,13775,8180,21955,,,,,,,,,,,,,,
2019-11,Arkansas,6814,9628,16442,,,,,,,,,,,,,,
2019-11,California,34345,25063,59408,,,,,,,,,,,,,,
2019-11,Colorado,17950,13946,31896,,,,,,,,,,,,,,
2019-11,Connecticut,4908,2321,7229,,,,,,,,,,,,,,
2019-11,Delaware,1684,2063,3747,,,,,,,,,,,,,,
2019-11,District of Columbia,103,1,104,,,,,,,,,,,,,,
2019-11,Florida,54799,24497,79296,,,,,,,,,,,,,,
2019-11,Georgia,16171,13002,29173,,,,,,,,,,,,,,
2019-11,Guam,98,65,163,,,,,,,,,,,,,,
2019-11,Hawaii,0,0,0,,,,,,,,,,,,,,
2019-11,Idaho,4875,5774,10649,,,,,,,,,,,,,,
2019-11,Illinois,21597,12115,33712,,,,,,,,,,,,,,
2019-11,Indiana,21903,17950,39853,,,,,,,,,,,,,,
2019-11,Iowa,348,4487,4835,,,,,,,,,,,,,,
2019-11,Kansas,7143,7349,14492,,,,,,,,,,,,,,
2019-11,Kentucky,12094,12686,24780,,,,,,,,,,,,,,
2019-11,Louisiana,11282,13282,24564,,,,,,,,,,,,,,
2019-11,Maine,2839,4424,7263,,,,,,,,,,,,,,
2019-11,Mariana Islands,6,6,12,,,,,,,,,,,,,,
2019-11,Maryland,3447,7153,10600,,,,,,,,,,,,,,
2019-11,Massachusetts,4651,2868,7519,,,,,,,,,,,,,,
2019-11,Michigan,13255,19391,32646,,,,,,,,,,,,,,
2019-11,Minnesota,9148,13550,22698,,,,,,,,,,,,,,
2019-11,Mississippi,9210,11603,20813,,,,,,,,,,,,,,
2019-11,Missouri,21090,21032,42122,,,,,,,,,,,,,,
2019-11,Montana,3032,4517,7549,,,,,,,,,,,,,,
2019-11,Nebraska,128,2954,3082,,,,,,,,,,,,,,
2019-11,Nevada,4892,2873,7765,,,,,,,,,,,,,,
2019-11,New Hampshire,4803,3289,8092,,,,,,,,,,,,,,
2019-11,New Jersey,3721,3914,7635,,,,,,,,,,,,,,
2019-11,New Mexico,6317,4586,10903,,,,,,,,,,,,,,
2019-11,New York,8355,18336,26691,,,,,,,,,,,,,,
2019-11,North Carolina,2394,18720,21114,,,,,,,,,,,,,,
2019-11,North Dakota,1731,3237,4968,,,,,,,,,,,,,,
2019-11,Ohio,25230,24933,50163,,,,,,,,,,,,,,
2019-11,Oklahoma,18679,12894,31573,,,,,,,,,,,,,,
2019-11,Oregon,15105,11503,26608,,,,,,,,,,,,,,
2019-11,Pennsylvania,49972,22212,72184,,,,,,,,,,,,,,
2019-11,Puerto Rico,1902,203,2105,,,,,,,,,,,,,,
2019-11,Rhode Island,1039,747,1786,,,,,,,,,,,,,,
2019-11,South Carolina,11531,9303,20834,,,,,,,,,,,,,,
2019-11,South Dakota,2687,4634,7321,,,,,,,,,,,,,,
2019-11,Tennessee,27826,21101,48927,,,,,,,,,,,,,,
2019-11,Texas,57252,41942,99194,,,,,,,,,,,,,,
2019-11,Utah,4095,5038,9133,,,,,,,,,,,,,,
2019-11,Vermont,1176,1739,2915,,,,,,,,,,,,,,
2019-11,Virgin Islands,21,2,23,,,,,,,,,,,,,,
2019-11,Virginia,27949,23374,51323,,,,,,,,,,,,,,
2019-11,Washington,13487,10163,23650,,,,,,,,,,,,,,
2019-11,West Virginia,5980,9834,15814,,,,,,,,,,,,,,
2019-11,Wisconsin,15182,18344,33526,,,,,,,,,,,,,,
2019-11,Wyoming,2094,2425,4519,,,,,,,,,,,,,,
2019-10,Alabama,16759,13692,30451,,,,,,,,,,,,,,
2019-10,Alaska,3304,3510,6814,,,,,,,,,,,,,,
2019-10,Arizona,11543,7509,19052,,,,,,,,,,,,,,
2019-10,Arkansas,4809,7173,11982,,,,,,,,,,,,,,
2019-10,California,32128,23005,55133,,,,,,,,,,,,,,
2019-10,Colorado,15537,13269,28806,,,,,,,,,,,,,,
2019-10,Connecticut,4347,1990,6337,,,,,,,,,,,,,,
2019-10,Delaware,1624,1749,3373,,,,,,,,,,,,,,
2019-10,District of Columbia,113,3,116,,,,,,,,,,,,,,
2019-10,Florida,47504,19816,67320,,,,,,,,,,,,,,
2019-10,Georgia,11105,9858,20963,,,,,,,,,,,,,,
2019-10,Guam,125,69,194,,,,,,,,,,,,,,
2019-10,Hawaii,0,0,0,,,,,,,,,,,,,,
2019-10,Idaho,3784,5530,9314,,,,,,,,,,,,,,
2019-10,Illinois,17482,10040,27522,,,,,,,,,,,,,,
2019-10,Indiana,16204,12595,28799,,,,,,,,,,,,,,
2019-10,Iowa,174,2940,3114,,,,,,,,,,,,,,
2019-10,Kansas,4917,5227,10144,,,,,,,,,,,,,,
2019-10,Kentucky,8759,8890,17649,,,,,,,,,,,,,,
2019-10,Louisiana,8450,11231,19681,,,,,,,,,,,,,,
2019-10,Maine,2997,5699,8696,,,,,,,,,,,,,,
2019-10,Mariana Islands,11,4,15,,,,,,,,,,,,,,
2019-10,Maryland,3372,5731,9103,,,,,,,,,,,,,,
2019-10,Massachusetts,4064,2561,6625,,,,,,,,,,,,,,
2019-10,Michigan,9550,12790,22340,,,,,,,,,,,,,,
2019-10,Minnesota,8762,16263,25025,,,,,,,,,,,,,,
2019-10,Mississippi,6506,7086,13592,,,,,,,,,,,,,,
2019-10,Missouri,16633,18732,35365,,,,,,,,,,,,,,
2019-10,Montana,2612,5541,8153,,,,,,,,,,,,,,
2019-10,Nebraska,81,2182,2263,,,,,,,,,,,,,,
2019-10,Nevada,4402,2573,6975,,,,,,,,,,,,,,
2019-10,New Hampshire,4876,3219,8095,,,,,,,,,,,,,,
2019-10,New Jersey,3756,3226,6982,,,,,,,,,,,,,,
2019-10,New Mexico,5518,3964,9482,,,,,,,,,,,,,,
2019-10,New York,8810,16600,25410,,,,,,,,,,,,,,
2019-10,North Carolina,1370,12811,14181,,,,,,,,,,,,,,
2019-10,North Dakota,1446,3638,5084,,,,,,,,,,,,,,
2019-10,Ohio,18896,16127,35023,,,,,,,,,,,,,,
2019-10,Oklahoma,10536,9256,19792,,,,,,,,,,,,,,
2019-10,Oregon,13377,10705,24082,,,,,,,,,,,,,,
2019-10,Pennsylvania,44371,17094,61465,,,,,,,,,,,,,,
2019-10,Puerto Rico,1892,161,2053,,,,,,,,,,,,,,
2019-10,Rhode Island,942,698,1640,,,,,,,,,,,,,,
2019-10,South Carolina,8542,6648,15190,,,,,,,,,,,,,,
2019-10,South Dakota,2216,5161,7377,,,,,,,,,,,,,,
2019-10,Tennessee,21973,15268,37241,,,,,,,,,,,,,,
2019-10,Texas,41994,33957,75951,,,,,,,,,,,,,,
2019-10,Utah,2898,3819,6717,,,,,,,,,,,,,,
2019-10,Vermont,1283,1860,3143,,,,,,,,,,,,,,
2019-10,Virgin Islands,21,1,22,,,,,,,,,,,,,,
2019-10,Virginia,20887,15388,36275,,,,,,,,,,,,,,
2019-10,Washington,13948,9851,23799,,,,,,,,,,,,,,
2019-10,West Virginia,5026,6883,11909,,,,,,,,,,,,,,
2019-10,Wisconsin,13148,15376,28524,,,,,,,,,,,,,,
2019-10,Wyoming,1594,2368,3962,,,,,,,,,,,,,,
2019-09,Alabama,14259,12550,26809,,,,,,,,,,,,,,
2019-09,Alaska,2276,2766,5042,,,,,,,,,,,,,,
2019-09,Arizona,12126,7629,19755,,,,,,,,,,,,,,
2019-09,Arkansas,4535,5063,9598,,,,,,,,,,,,,,
2019-09,California,30776,22726,53502,,,,,,,,,,,,,,
2019-09,Colorado,14614,12289,26903,,,,,,,,,,,,,,
2019-09,Connecticut,4115,1726,5841,,,,,,,,,,,,,,
2019-09,Delaware,1397,1378,2775,,,,,,,,,,,,,,
2019-09,District of Columbia,94,5,99,,,,,,,,,,,,,,
2019-09,Florida,44565,18261,62826,,,,,,,,,,,,,,
2019-09,Georgia,10415,7843,18258,,,,,,,,,,,,,,
2019-09,Guam,123,58,181,,,,,,,,,,,,,,
2019-09,Hawaii,0,0,0,,,,,,,,,,,,,,
2019-09,Idaho,3645,4776,8421,,,,,,,,,,,,,,
2019-09,Illinois,17639,9512,27151,,,,,,,,,,,,,,
2019-09,Indiana,15291,10734,26025,,,,,,,,,,,,,,
2019-09,Iowa,131,2288,2419,,,,,,,,,,,,,,
2019-09,Kansas,4405,4322,8727,,,,,,,,,,,,,,
2019-09,Kentucky,8526,6502,15028,,,,,,,,,,,,,,
2019-09,Louisiana,8996,9417,18413,,,,,,,,,,,,,,
2019-09,Maine,2919,4439,7358,,,,,,,,,,,,,,
2019-09,Mariana Islands,6,10,16,,,,,,,,,,,,,,
2019-09,Maryland,2981,4714,7695,,,,,,,,,,,,,,
2019-09,Massachusetts,3523,2370,5893,,,,,,,,,,,,,,
2019-09,Michigan,9135,11241,20376,,,,,,,,,,,,,,
2019-09,Minnesota,8131,14379,22510,,,,,,,,,,,,,,
2019-09,Mississippi,6384,5653,12037,,,,,,,,,,,,,,
2019-09,Missouri,15032,13663,28695,,,,,,,,,,,,,,
2019-09,Montana,2651,4533,7184,,,,,,,,,,,,,,
2019-09,Nebraska,63,1631,1694,,,,,,,,,,,,,,
2019-09,Nevada,3985,2467,6452,,,,,,,,,,,,,,
2019-09,New Hampshire,4458,2948,7406,,,,,,,,,,,,,,
2019-09,New Jersey,3760,3285,7045,,,,,,,,,,,,,,
2019-09,New Mexico,5517,3752,9269,,,,,,,,,,,,,,
2019-09,New York,8316,16334,24650,,,,,,,,,,,,,,
2019-09,North Carolina,1306,10756,12062,,,,,,,,,,,,,,
2019-09,North Dakota,1489,3300,4789,,,,,,,,,,,,,,
2019-09,Ohio,17083,13048,30131,,,,,,,,,,,,,,
2019-09,Oklahoma,8852,7851,16703,,,,,,,,,,,,,,
2019-09,Oregon,12140,10443,22583,,,,,,,,,,,,,,
2019-09,Pennsylvania,40203,14471,54674,,,,,,,,,,,,,,
2019-09,Puerto Rico,1554,191,1745,,,,,,,,,,,,,,
2019-09,Rhode Island,837,649,1486,,,,,,,,,,,,,,
2019-09,South Carolina,7420,5455,12875,,,,,,,,,,,,,,
2019-09,South Dakota,2068,3640,5708,,,,,,,,,,,,,,
2019-09,Tennessee,20638,13292,33930,,,,,,,,,,,,,,
2019-09,Texas,42688,35840,78528,,,,,,,,,,,,,,
2019-09,Utah,2892,3430,6322,,,,,,,,,,,,,,
2019-09,Vermont,1175,1559,2734,,,,,,,,,,,,,,
2019-09,Virgin Islands,26,2,28,,,,,,,,,,,,,,
2019-09,Virginia,19517,13336,32853,,,,,,,,,,,,,,
2019-09,Washington,12977,8424,21401,,,,,,,,,,,,,,
2019-09,West Virginia,4581,5149,9730,,,,,,,,,,,,,,
2019-09,Wisconsin,12339,13865,26204,,,,,,,,,,,,,,
2019-09,Wyoming,1595,2274,3869,,,,,,,,,,,,,,
2019-08,Alabama,18831,12672,31503,,,,,,,,,,,,,,
2019-08,Alaska,2593,3137,5730,,,,,,,,,,,,,,
2019-08,Arizona,14272,8281,22553,,,,,,,,,,,,,,
2019-08,Arkansas,5267,5445,10712,,,,,,,,,,,,,,
2019-08,California,36607,25247,61854,,,,,,,,,,,,,,
2019-08,Colorado,17237,12352,29589,,,,,,,,,,,,,,
2019-08,Connecticut,4806,1785,6591,,,,,,,,,,,,,,
2019-08,Delaware,1630,1383,3013,,,,,,,,,,,,,,
2019-08,District of Columbia,101,5,106,,,,,,,,,,,,,,
2019-08,Florida,54215,18910,73125,,,,,,,,,,,,,,
2019-08,Georgia,12501,8234,20735,,,,,,,,,,,,,,
2019-08,Guam,128,95,223,,,,,,,,,,,,,,
2019-08,Hawaii,0,0,0,,,,,,,,,,,,,,
2019-08,Idaho,4039,4604,8643,,,,,,,,,,,,,,
